Event_ID,Timestamp,Building_ID,Zone,Person_ID,Person_Type,Badge_ID,Access_Type,Authorization_Status,Risk_Level,Event_Type,Access_Duration_Min,Security_Alert,CCTV_Status,Incident_Detected,Hour,Day,Day_of_Week,Month,Date,Working_Hours,Unauthorized_Access,Security_Alert_Flag,Incident_Flag,CCTV_Issue_Flag,High_Risk_Flag,Security_Event_Score,Security_Status
SEC_0910,2026-01-20 06:30:00,BLDG_B,Office Floor,P1140,Employee,BADGE_10177,Entry,Authorized,Low,Normal Access,160,No,Normal,No,6,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0911,2026-01-20 07:00:00,BLDG_B,Restricted Zone,P1019,Employee,BADGE_10083,Exit,Authorized,Low,Normal Access,116,No,Normal,No,7,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0912,2026-01-20 07:30:00,BLDG_C,Parking Area,P1170,Employee,BADGE_10375,Entry,Authorized,Low,Normal Access,46,No,Normal,No,7,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0913,2026-01-20 08:00:00,BLDG_C,Meeting Room,P1187,Visitor,BADGE_10385,Exit,Authorized,Low,Normal Access,45,No,Normal,No,8,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0914,2026-01-20 08:30:00,BLDG_A,Meeting Room,P1131,Employee,BADGE_10224,Entry,Authorized,Low,Normal Access,143,No,Normal,No,8,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0915,2026-01-20 09:00:00,BLDG_B,Restricted Zone,P1208,Employee,BADGE_10257,Exit,Authorized,Low,Normal Access,12,No,Normal,No,9,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0916,2026-01-20 09:30:00,BLDG_A,Office Floor,P1212,Employee,BADGE_10239,Entry,Authorized,Low,Normal Access,63,No,Normal,No,9,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0917,2026-01-20 10:00:00,BLDG_C,Office Floor,P1176,Employee,BADGE_10142,Entry,Authorized,Medium,Normal Access,81,No,Normal,No,10,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0918,2026-01-20 10:30:00,BLDG_A,Restricted Zone,P1088,Employee,BADGE_10097,Exit,Denied,Medium,Restricted Access,145,Yes,Unusual,No,10,20,Tuesday,1,2026-01-20,Yes,0,1,0,1,0,2,Warning
SEC_0919,2026-01-20 11:00:00,BLDG_A,Restricted Zone,P1155,Contractor,BADGE_10175,Entry,Denied,High,Restricted Access,81,Yes,Normal,Yes,11,20,Tuesday,1,2026-01-20,Yes,0,1,1,0,1,3,Warning
SEC_0920,2026-01-20 11:30:00,BLDG_C,Office Floor,P1218,Employee,BADGE_10278,Entry,Authorized,Low,Normal Access,98,No,Normal,No,11,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0921,2026-01-20 12:00:00,BLDG_C,Office Floor,P1172,Employee,BADGE_10357,Entry,Authorized,Low,Normal Access,72,No,Normal,No,12,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0922,2026-01-20 12:30:00,BLDG_C,Office Floor,P1155,Contractor,BADGE_10257,Entry,Authorized,Medium,Normal Access,163,No,Normal,No,12,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0923,2026-01-20 13:00:00,BLDG_C,Common Area,P1246,Employee,BADGE_10221,Entry,Authorized,Low,Normal Access,124,No,Normal,No,13,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0924,2026-01-20 13:30:00,BLDG_C,Office Floor,P1170,Employee,BADGE_10039,Exit,Authorized,Low,Normal Access,70,No,Normal,No,13,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0925,2026-01-20 14:00:00,BLDG_A,Meeting Room,P1119,Employee,BADGE_10469,Entry,Authorized,Low,Normal Access,38,No,Normal,No,14,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0926,2026-01-20 14:30:00,BLDG_B,Common Area,P1143,Employee,BADGE_10245,Entry,Authorized,Low,Normal Access,164,No,Normal,No,14,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0927,2026-01-20 15:00:00,BLDG_B,Parking Area,P1076,Employee,BADGE_10353,Entry,Authorized,Low,Normal Access,153,No,Normal,No,15,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0928,2026-01-20 15:30:00,BLDG_C,Office Floor,P1221,Visitor,BADGE_10428,Exit,Authorized,Low,Normal Access,144,No,Normal,No,15,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0929,2026-01-20 16:00:00,BLDG_C,Meeting Room,P1093,Employee,BADGE_10105,Entry,Denied,Medium,Restricted Access,54,Yes,Normal,No,16,20,Tuesday,1,2026-01-20,Yes,0,1,0,0,0,1,Monitoring
SEC_0930,2026-01-20 16:30:00,BLDG_B,Restricted Zone,P1133,Employee,BADGE_10459,Exit,Authorized,Low,Normal Access,81,No,Normal,No,16,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0931,2026-01-20 17:00:00,BLDG_B,Office Floor,P1212,Employee,BADGE_10156,Entry,Denied,Medium,Failed Access,27,No,Normal,No,17,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0932,2026-01-20 17:30:00,BLDG_A,Meeting Room,P1105,Employee,BADGE_10325,Entry,Authorized,Low,Normal Access,16,No,Normal,No,17,20,Tuesday,1,2026-01-20,Yes,0,0,0,0,0,0,Normal
SEC_0933,2026-01-20 18:00:00,BLDG_B,Server Room,P1009,Employee,BADGE_10401,Entry,Denied,Medium,Restricted Access,119,Yes,Normal,No,18,20,Tuesday,1,2026-01-20,No,0,1,0,0,0,1,Monitoring
SEC_0934,2026-01-20 18:30:00,BLDG_B,Office Floor,P1105,Employee,BADGE_10184,Exit,Authorized,Low,Normal Access,75,No,Normal,No,18,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0935,2026-01-20 19:00:00,BLDG_C,Meeting Room,P1140,Contractor,BADGE_10410,Exit,Authorized,Medium,Normal Access,28,No,Normal,No,19,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0936,2026-01-20 19:30:00,BLDG_B,Common Area,P1096,Employee,BADGE_10477,Exit,Authorized,High,Suspicious Activity,90,Yes,Suspicious,Yes,19,20,Tuesday,1,2026-01-20,No,0,1,1,0,1,3,Warning
SEC_0937,2026-01-20 20:00:00,BLDG_C,Office Floor,P1291,Employee,BADGE_10107,Exit,Authorized,Low,Normal Access,129,No,Normal,No,20,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0938,2026-01-20 20:30:00,BLDG_C,Meeting Room,P1013,Employee,BADGE_10457,Exit,Authorized,Low,Normal Access,99,No,Normal,No,20,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0939,2026-01-20 21:00:00,BLDG_A,Restricted Zone,P1226,Employee,BADGE_10162,Entry,Denied,High,Restricted Access,26,Yes,Unusual,Yes,21,20,Tuesday,1,2026-01-20,No,0,1,1,1,1,4,Critical
SEC_0940,2026-01-20 21:30:00,BLDG_B,Common Area,P1187,Employee,BADGE_10437,Entry,Authorized,Low,Normal Access,9,No,Normal,No,21,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0941,2026-01-20 22:00:00,BLDG_C,Office Floor,P1175,Employee,BADGE_10004,Exit,Authorized,Low,Normal Access,56,No,Normal,No,22,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0942,2026-01-20 22:30:00,BLDG_A,Office Floor,P1020,Employee,BADGE_10269,Entry,Authorized,Low,Normal Access,78,No,Normal,No,22,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0943,2026-01-20 23:00:00,BLDG_C,Restricted Zone,P1039,Employee,BADGE_10290,Exit,Authorized,Low,Normal Access,98,No,Normal,No,23,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0944,2026-01-20 23:30:00,BLDG_B,Common Area,P1236,Employee,BADGE_10200,Entry,Authorized,Medium,Normal Access,77,No,Normal,No,23,20,Tuesday,1,2026-01-20,No,0,0,0,0,0,0,Normal
SEC_0945,2026-01-21 00:00:00,BLDG_B,Restricted Zone,P1091,Visitor,BADGE_10192,Entry,Authorized,Low,Normal Access,80,No,Normal,No,0,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0946,2026-01-21 00:30:00,BLDG_B,Office Floor,P1033,Employee,BADGE_10044,Entry,Authorized,Low,Normal Access,166,No,Normal,No,0,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0947,2026-01-21 01:00:00,BLDG_C,Server Room,P1121,Employee,BADGE_10433,Exit,Authorized,Low,Normal Access,153,No,Normal,No,1,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0948,2026-01-21 01:30:00,BLDG_A,Office Floor,P1071,Employee,BADGE_10078,Exit,Authorized,Low,Normal Access,29,No,Normal,No,1,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0949,2026-01-21 02:00:00,BLDG_B,Office Floor,P1061,Employee,BADGE_10115,Entry,Authorized,Low,Normal Access,65,No,Normal,No,2,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0950,2026-01-21 02:30:00,BLDG_B,Parking Area,P1284,Employee,BADGE_10475,Exit,Authorized,Low,Normal Access,55,No,Normal,No,2,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0951,2026-01-21 03:00:00,BLDG_C,Office Floor,P1159,Employee,BADGE_10377,Entry,Authorized,Low,Normal Access,117,No,Normal,No,3,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0952,2026-01-21 03:30:00,BLDG_A,Server Room,P1059,Visitor,BADGE_10054,Entry,Authorized,Low,Normal Access,87,No,Normal,No,3,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0953,2026-01-21 04:00:00,BLDG_B,Restricted Zone,P1222,Employee,BADGE_10052,Exit,Authorized,Low,Normal Access,117,No,Normal,No,4,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0954,2026-01-21 04:30:00,BLDG_A,Common Area,P1186,Employee,BADGE_10261,Entry,Authorized,Low,Normal Access,17,No,Normal,No,4,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0955,2026-01-21 05:00:00,BLDG_A,Office Floor,P1001,Employee,BADGE_10058,Entry,Authorized,Low,Normal Access,94,No,Normal,No,5,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0956,2026-01-21 05:30:00,BLDG_C,Common Area,P1014,Employee,BADGE_10133,Entry,Authorized,Low,Normal Access,170,No,Normal,No,5,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0957,2026-01-21 06:00:00,BLDG_A,Office Floor,P1300,Employee,BADGE_10276,Entry,Authorized,Low,Normal Access,112,No,Normal,No,6,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0958,2026-01-21 06:30:00,BLDG_A,Common Area,P1203,Employee,BADGE_10288,Entry,Denied,High,Failed Access,46,Yes,Normal,No,6,21,Wednesday,1,2026-01-21,No,0,1,0,0,1,2,Warning
SEC_0959,2026-01-21 07:00:00,BLDG_B,Server Room,P1103,Employee,BADGE_10448,Entry,Authorized,Low,Normal Access,78,No,Normal,No,7,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0960,2026-01-21 07:30:00,BLDG_B,Restricted Zone,P1005,Employee,BADGE_10019,Exit,Denied,Medium,Failed Access,171,No,Unusual,No,7,21,Wednesday,1,2026-01-21,No,0,0,0,1,0,1,Monitoring
SEC_0961,2026-01-21 08:00:00,BLDG_B,Meeting Room,P1046,Employee,BADGE_10392,Exit,Authorized,Low,Normal Access,120,No,Normal,No,8,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0962,2026-01-21 08:30:00,BLDG_B,Common Area,P1046,Employee,BADGE_10459,Entry,Authorized,Low,Normal Access,15,No,Normal,No,8,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0963,2026-01-21 09:00:00,BLDG_C,Office Floor,P1114,Employee,BADGE_10389,Exit,Authorized,Low,Normal Access,76,No,Normal,No,9,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0964,2026-01-21 09:30:00,BLDG_B,Office Floor,P1289,Visitor,BADGE_10097,Exit,Authorized,Medium,Normal Access,80,No,Normal,No,9,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0965,2026-01-21 10:00:00,BLDG_C,Parking Area,P1095,Visitor,BADGE_10056,Exit,Authorized,Low,Normal Access,33,No,Normal,No,10,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0966,2026-01-21 10:30:00,BLDG_A,Common Area,P1126,Employee,BADGE_10251,Entry,Denied,Low,Failed Access,133,No,Normal,No,10,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0967,2026-01-21 11:00:00,BLDG_C,Common Area,P1258,Employee,BADGE_10311,Exit,Authorized,Medium,Normal Access,105,No,Normal,No,11,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0968,2026-01-21 11:30:00,BLDG_A,Server Room,P1240,Employee,BADGE_10089,Exit,Authorized,High,Suspicious Activity,96,Yes,Suspicious,Yes,11,21,Wednesday,1,2026-01-21,Yes,0,1,1,0,1,3,Warning
SEC_0969,2026-01-21 12:00:00,BLDG_C,Common Area,P1126,Employee,BADGE_10316,Exit,Authorized,Low,Normal Access,141,No,Normal,No,12,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0970,2026-01-21 12:30:00,BLDG_B,Parking Area,P1008,Employee,BADGE_10104,Entry,Authorized,Low,Normal Access,35,No,Normal,No,12,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0971,2026-01-21 13:00:00,BLDG_C,Restricted Zone,P1013,Employee,BADGE_10028,Entry,Denied,High,Failed Access,85,Yes,Normal,Yes,13,21,Wednesday,1,2026-01-21,Yes,0,1,1,0,1,3,Warning
SEC_0972,2026-01-21 13:30:00,BLDG_A,Meeting Room,P1086,Employee,BADGE_10133,Exit,Authorized,Low,Normal Access,179,No,Normal,No,13,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0973,2026-01-21 14:00:00,BLDG_A,Parking Area,P1113,Employee,BADGE_10469,Exit,Authorized,Low,Normal Access,138,No,Normal,No,14,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0974,2026-01-21 14:30:00,BLDG_C,Common Area,P1020,Employee,BADGE_10289,Entry,Authorized,Low,Normal Access,101,No,Normal,No,14,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0975,2026-01-21 15:00:00,BLDG_B,Parking Area,P1287,Employee,BADGE_10256,Entry,Authorized,Low,Normal Access,13,No,Normal,No,15,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0976,2026-01-21 15:30:00,BLDG_B,Meeting Room,P1132,Contractor,BADGE_10343,Exit,Authorized,Low,Normal Access,157,No,Normal,No,15,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0977,2026-01-21 16:00:00,BLDG_A,Common Area,P1079,Employee,BADGE_10460,Exit,Authorized,Medium,Normal Access,62,No,Normal,No,16,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0978,2026-01-21 16:30:00,BLDG_B,Server Room,P1161,Employee,BADGE_10102,Entry,Authorized,Low,Normal Access,121,No,Normal,No,16,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0979,2026-01-21 17:00:00,BLDG_A,Office Floor,P1110,Employee,BADGE_10483,Entry,Authorized,Low,Normal Access,152,No,Normal,No,17,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0980,2026-01-21 17:30:00,BLDG_B,Parking Area,P1248,Employee,BADGE_10166,Entry,Authorized,Low,Normal Access,63,No,Normal,No,17,21,Wednesday,1,2026-01-21,Yes,0,0,0,0,0,0,Normal
SEC_0981,2026-01-21 18:00:00,BLDG_C,Meeting Room,P1237,Employee,BADGE_10306,Exit,Authorized,Low,Normal Access,82,No,Normal,No,18,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0982,2026-01-21 18:30:00,BLDG_B,Common Area,P1265,Contractor,BADGE_10451,Entry,Authorized,Low,Normal Access,55,No,Normal,No,18,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0983,2026-01-21 19:00:00,BLDG_B,Common Area,P1168,Contractor,BADGE_10119,Entry,Authorized,Low,Normal Access,144,No,Normal,No,19,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0984,2026-01-21 19:30:00,BLDG_C,Server Room,P1192,Employee,BADGE_10447,Entry,Authorized,Low,Normal Access,81,No,Normal,No,19,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0985,2026-01-21 20:00:00,BLDG_B,Meeting Room,P1165,Employee,BADGE_10427,Entry,Authorized,Low,Normal Access,87,No,Normal,No,20,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0986,2026-01-21 20:30:00,BLDG_B,Server Room,P1096,Employee,BADGE_10429,Entry,Authorized,Low,Normal Access,115,No,Normal,No,20,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0987,2026-01-21 21:00:00,BLDG_C,Meeting Room,P1152,Visitor,BADGE_10128,Exit,Authorized,Low,Normal Access,125,No,Normal,No,21,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0988,2026-01-21 21:30:00,BLDG_A,Common Area,P1150,Employee,BADGE_10452,Entry,Authorized,Low,Normal Access,163,No,Normal,No,21,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0989,2026-01-21 22:00:00,BLDG_B,Parking Area,P1065,Employee,BADGE_10326,Exit,Authorized,Low,Normal Access,70,No,Normal,No,22,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0990,2026-01-21 22:30:00,BLDG_B,Office Floor,P1062,Employee,BADGE_10300,Exit,Authorized,Low,Normal Access,148,No,Normal,No,22,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0991,2026-01-21 23:00:00,BLDG_B,Common Area,P1166,Employee,BADGE_10205,Entry,Authorized,Medium,Normal Access,12,No,Normal,No,23,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0992,2026-01-21 23:30:00,BLDG_B,Common Area,P1138,Employee,BADGE_10174,Exit,Authorized,Low,Normal Access,157,No,Normal,No,23,21,Wednesday,1,2026-01-21,No,0,0,0,0,0,0,Normal
SEC_0993,2026-01-22 00:00:00,BLDG_B,Common Area,P1069,Employee,BADGE_10458,Entry,Authorized,Low,Normal Access,115,No,Normal,No,0,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_0994,2026-01-22 00:30:00,BLDG_A,Common Area,P1236,Employee,BADGE_10162,Entry,Authorized,Low,Normal Access,43,No,Normal,No,0,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_0995,2026-01-22 01:00:00,BLDG_C,Common Area,P1162,Employee,BADGE_10201,Exit,Authorized,Low,Normal Access,147,No,Normal,No,1,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_0996,2026-01-22 01:30:00,BLDG_C,Meeting Room,P1135,Employee,BADGE_10494,Entry,Authorized,Low,Normal Access,134,No,Normal,No,1,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_0997,2026-01-22 02:00:00,BLDG_A,Parking Area,P1003,Employee,BADGE_10193,Exit,Authorized,Medium,Normal Access,74,No,Normal,No,2,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_0998,2026-01-22 02:30:00,BLDG_B,Office Floor,P1257,Employee,BADGE_10089,Exit,Authorized,Low,Normal Access,48,No,Normal,No,2,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_0999,2026-01-22 03:00:00,BLDG_B,Common Area,P1176,Visitor,BADGE_10323,Entry,Authorized,Low,Normal Access,175,No,Normal,No,3,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_1000,2026-01-22 03:30:00,BLDG_B,Restricted Zone,P1067,Employee,BADGE_10382,Exit,Authorized,Low,Normal Access,87,No,Normal,No,3,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_1001,2026-01-22 04:00:00,BLDG_C,Common Area,P1112,Contractor,BADGE_10486,Exit,Authorized,Low,Normal Access,25,No,Normal,No,4,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_1002,2026-01-22 04:30:00,BLDG_B,Office Floor,P1182,Visitor,BADGE_10491,Exit,Authorized,Low,Normal Access,148,No,Normal,No,4,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_1003,2026-01-22 05:00:00,BLDG_B,Common Area,P1151,Employee,BADGE_10176,Entry,Authorized,Low,Normal Access,171,No,Normal,No,5,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_1004,2026-01-22 05:30:00,BLDG_C,Office Floor,P1035,Employee,BADGE_10047,Entry,Authorized,Low,Normal Access,157,No,Normal,No,5,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_1005,2026-01-22 06:00:00,BLDG_B,Restricted Zone,P1124,Employee,BADGE_10279,Entry,Authorized,Low,Normal Access,112,No,Normal,No,6,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_1006,2026-01-22 06:30:00,BLDG_A,Parking Area,P1215,Employee,BADGE_10221,Entry,Authorized,Low,Normal Access,16,No,Normal,No,6,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_1007,2026-01-22 07:00:00,BLDG_B,Meeting Room,P1014,Employee,BADGE_10050,Exit,Authorized,Medium,Normal Access,155,No,Normal,No,7,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_1008,2026-01-22 07:30:00,BLDG_B,Parking Area,P1038,Employee,BADGE_10357,Entry,Authorized,Medium,Suspicious Activity,63,Yes,Suspicious,Yes,7,22,Thursday,1,2026-01-22,No,0,1,1,0,0,2,Warning
SEC_1009,2026-01-22 08:00:00,BLDG_A,Server Room,P1237,Visitor,BADGE_10397,Exit,Authorized,Low,Normal Access,175,No,Normal,No,8,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_1010,2026-01-22 08:30:00,BLDG_B,Common Area,P1036,Employee,BADGE_10417,Exit,Authorized,Low,Normal Access,160,No,Normal,No,8,22,Thursday,1,2026-01-22,No,0,0,0,0,0,0,Normal
SEC_1011,2026-01-22 09:00:00,BLDG_A,Meeting Room,P1263,Employee,BADGE_10107,Entry,Authorized,Low,Normal Access,69,No,Normal,No,9,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1012,2026-01-22 09:30:00,BLDG_A,Meeting Room,P1008,Employee,BADGE_10443,Entry,Authorized,Low,Normal Access,174,No,Normal,No,9,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1013,2026-01-22 10:00:00,BLDG_C,Office Floor,P1070,Visitor,BADGE_10115,Exit,Authorized,Medium,Normal Access,8,No,Normal,No,10,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1014,2026-01-22 10:30:00,BLDG_A,Restricted Zone,P1221,Employee,BADGE_10352,Entry,Denied,High,Failed Access,118,Yes,Normal,Yes,10,22,Thursday,1,2026-01-22,Yes,0,1,1,0,1,3,Warning
SEC_1015,2026-01-22 11:00:00,BLDG_B,Parking Area,P1176,Employee,BADGE_10171,Exit,Authorized,Low,Normal Access,101,No,Normal,No,11,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1016,2026-01-22 11:30:00,BLDG_C,Meeting Room,P1156,Employee,BADGE_10053,Entry,Authorized,Low,Normal Access,74,No,Normal,No,11,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1017,2026-01-22 12:00:00,BLDG_C,Office Floor,P1152,Visitor,BADGE_10024,Exit,Authorized,Low,Normal Access,61,No,Normal,No,12,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1018,2026-01-22 12:30:00,BLDG_B,Common Area,P1104,Visitor,BADGE_10333,Exit,Authorized,Low,Normal Access,9,No,Normal,No,12,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1019,2026-01-22 13:00:00,BLDG_B,Common Area,P1137,Employee,BADGE_10167,Exit,Authorized,Low,Normal Access,66,No,Normal,No,13,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1020,2026-01-22 13:30:00,BLDG_B,Office Floor,P1254,Visitor,BADGE_10101,Exit,Authorized,Low,Normal Access,96,No,Normal,No,13,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1021,2026-01-22 14:00:00,BLDG_A,Parking Area,P1176,Employee,BADGE_10211,Entry,Authorized,Low,Normal Access,171,No,Normal,No,14,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1022,2026-01-22 14:30:00,BLDG_A,Server Room,P1230,Employee,BADGE_10460,Entry,Authorized,Low,Normal Access,90,No,Normal,No,14,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1023,2026-01-22 15:00:00,BLDG_B,Office Floor,P1094,Employee,BADGE_10358,Entry,Authorized,Low,Normal Access,135,No,Normal,No,15,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1024,2026-01-22 15:30:00,BLDG_B,Restricted Zone,P1059,Employee,BADGE_10213,Exit,Authorized,Low,Normal Access,157,No,Normal,No,15,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1025,2026-01-22 16:00:00,BLDG_B,Office Floor,P1293,Employee,BADGE_10340,Exit,Authorized,Medium,Normal Access,49,No,Normal,No,16,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1026,2026-01-22 16:30:00,BLDG_A,Office Floor,P1013,Employee,BADGE_10303,Entry,Authorized,Medium,Normal Access,45,No,Normal,No,16,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1027,2026-01-22 17:00:00,BLDG_C,Parking Area,P1091,Employee,BADGE_10120,Entry,Authorized,Low,Normal Access,61,No,Normal,No,17,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
SEC_1028,2026-01-22 17:30:00,BLDG_B,Server Room,P1132,Employee,BADGE_10324,Exit,Authorized,Low,Normal Access,91,No,Normal,No,17,22,Thursday,1,2026-01-22,Yes,0,0,0,0,0,0,Normal
